name,year,selling_price, km_driven ,fuel,seller_type,transmission,owner,Year Grouping
Ford Freestyle Titanium Diesel BSIV,2016,"?700,000","29,600",Diesel,Dealer,Manual,First Owner,2016 - 2020
Hyundai i10 Sportz 1.1L,2015,"?310,000","35,925",Petrol,Dealer,Manual,First Owner,2016 - 2020
Maruti Ignis 1.2 Zeta BSIV,2018,"?500,000","12,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Toyota Etios V,2013,"?415,000","40,771",Petrol,Dealer,Manual,First Owner,2011 -2015
Maruti Celerio VXI AT,2015,"?395,000","30,500",Petrol,Dealer,Automatic,Second Owner,2016 - 2020
Toyota Etios Liva 1.2 G,2014,"?430,000","42,000",Petrol,Dealer,Manual,Second Owner,2011 -2015
Toyota Corolla H6,2007,"?215,000","55,800",Petrol,Dealer,Manual,Second Owner,2006 - 2010
Renault Duster RXL AWD,2014,"?550,000","66,569",Diesel,Dealer,Manual,First Owner,2011 -2015
Volkswagen Polo 1.5 TDI Trendline,2014,"?415,000","81,358",Diesel,Dealer,Manual,First Owner,2011 -2015
Volkswagen Polo 1.5 TDI Comfortline,2015,"?450,000","82,695",Diesel,Dealer,Manual,First Owner,2016 - 2020
Ford Figo Diesel EXI,2014,"?285,000","68,293",Diesel,Dealer,Manual,Second Owner,2011 -2015
Honda Jazz VX CVT,2016,"?580,000","32,000",Petrol,Dealer,Automatic,First Owner,2016 - 2020
Maruti Swift Dzire Tour LDI,2014,"?300,000","190,621",Diesel,Dealer,Manual,First Owner,2011 -2015
Hyundai Verna CRDi 1.6 SX Option,2018,"?1,200,000","60,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti 800 Std MPFi,2006,"?78,000","64,700",Petrol,Individual,Manual,First Owner,2006 - 2010
Tata Zest Quadrajet 1.3 75PS XE,2016,"?400,000","88,470",Diesel,Individual,Manual,First Owner,2016 - 2020
Hyundai Verna 1.6 CRDI SX Option,2016,"?850,000","75,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Volkswagen Vento Diesel Highline,2013,"?450,000","120,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Mercedes-Benz E-Class E250 CDI Blue Efficiency,2012,"?2,500,000","35,000",Diesel,Individual,Automatic,First Owner,2011 -2015
Toyota Etios 1.4 VXD,2017,"?780,000","70,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Toyota Fortuner 2.8 2WD AT BSIV,2017,"?3,200,000","57,000",Diesel,Individual,Automatic,First Owner,2016 - 2020
Maruti Alto 800 VXI,2020,"?350,000","1,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Mahindra Quanto C6,2013,"?285,000","120,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Volkswagen Vento 1.5 TDI Highline,2015,"?525,000","98,000",Diesel,Dealer,Manual,First Owner,2016 - 2020
Maruti Ciaz ZDi,2014,"?550,000","90,000",Diesel,Dealer,Manual,Second Owner,2011 -2015
Volkswagen Ameo 1.5 TDI Comfortline,2018,"?580,000","70,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Tata Nano CX SE,2013,"?75,000","25,000",Petrol,Individual,Manual,Third Owner,2011 -2015
Tata Manza Aura Quadrajet,2009,"?185,000","60,000",Diesel,Individual,Manual,Third Owner,2006 - 2010
Maruti Omni E 8 Str STD,2007,"?110,000","90,000",Petrol,Individual,Manual,Fourth & Above Owner,2006 - 2010
Honda City 1.5 EXI,2004,"?180,000","200,000",Petrol,Individual,Manual,Second Owner,2001 - 2005
Volkswagen Polo Diesel Comfortline 1.2L,2010,"?350,000","110,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Chevrolet Optra 1.6 LS,2005,"?60,000","126,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Mahindra TUV 300 T10,2018,"?695,000","70,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Mahindra Alturas G4 4X2 AT BSIV,2019,"?2,700,000","5,000",Diesel,Individual,Automatic,First Owner,2016 - 2020
Maruti Zen Estilo LX BSIII,2007,"?135,000","74,183",Petrol,Individual,Manual,Second Owner,2006 - 2010
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,"?640,000","70,000",Diesel,Individual,Manual,Second Owner,2016 - 2020
Maruti Alto 800 VXI,2014,"?160,000","90,000",Petrol,Individual,Manual,First Owner,2011 -2015
Tata Indica LXI,2004,"?80,000","46,000",Petrol,Individual,Manual,Second Owner,2001 - 2005
Maruti Swift Dzire VDI,2013,"?340,000","110,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Maruti Ritz VDi,2012,"?110,000","80,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Tata Sumo Gold EX,2013,"?250,000","90,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Toyota Innova Crysta 2.4 VX MT BSIV,2017,"?1,300,000","70,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Mahindra Quanto C6,2014,"?250,000",1,Diesel,Individual,Manual,Second Owner,2011 -2015
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009,"?450,000","192,000",Diesel,Individual,Manual,First Owner,2006 - 2010
Maruti Wagon R LX Minor,2013,"?240,000","70,000",Petrol,Individual,Manual,Fourth & Above Owner,2011 -2015
Mahindra Bolero DI DX 7 Seater,2007,"?225,000","120,000",Diesel,Individual,Manual,Second Owner,2006 - 2010
Maruti Wagon R VXI Optional,2015,"?275,000","60,000",Petrol,Individual,Manual,Second Owner,2016 - 2020
Tata Sumo Victa CX 7/9 Str BSII,2012,"?320,000","120,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Maruti Alto LX BSIII,2008,"?75,000","120,000",Petrol,Individual,Manual,First Owner,2006 - 2010
Tata Indica GLS BS IV,2007,"?85,000","50,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Tata Indica Vista Aqua TDI BSIII,2009,"?90,000","120,000",Diesel,Individual,Manual,First Owner,2006 - 2010
Maruti Wagon R LXI Minor,2007,"?85,000","80,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Mahindra Scorpio M2DI,2008,"?350,000","80,000",Diesel,Individual,Manual,Second Owner,2006 - 2010
Skoda Superb Elegance 2.0 TDI CR AT,2009,"?355,000","100,000",Diesel,Individual,Automatic,Second Owner,2006 - 2010
Maruti Swift VXI,2020,"?619,000","1,500",Petrol,Individual,Manual,First Owner,2016 - 2020
Jeep Compass 2.0 Longitude Option BSIV,2018,"?1,700,000","50,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Tata Indica DL,2006,"?55,000","100,000",Diesel,Individual,Manual,Second Owner,2006 - 2010
Ford Fiesta 1.6 ZXi Leather,2006,"?95,000","83,411",Petrol,Individual,Manual,First Owner,2006 - 2010
Volkswagen Vento Diesel Highline,2011,"?300,000","120,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Ford Fiesta 1.6 ZXi Leather,2006,"?81,000","83,411",Petrol,Individual,Manual,First Owner,2006 - 2010
Skoda Superb Elegance 2.0 TDI CR AT,2015,"?1,000,000","80,000",Diesel,Individual,Automatic,Second Owner,2016 - 2020
Maruti Ertiga VDI,2019,"?925,000","50,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,"?450,000","40,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Mahindra Scorpio EX,2014,"?600,000","13,270",Diesel,Individual,Manual,First Owner,2011 -2015
Hyundai Santro Xing XL AT eRLX Euro III,2006,"?85,000","100,000",Petrol,Individual,Automatic,Third Owner,2006 - 2010
Mahindra Thar DI 4X4 PS,2016,"?700,000","50,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Hyundai Grand i10 1.2 Kappa Magna BSIV,2017,"?486,000","26,500",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Swift VDI,2013,"?400,000","90,000",Diesel,Individual,Manual,First Owner,2011 -2015
Ford Fiesta 1.4 Duratec ZXI,2008,"?120,000","100,000",Petrol,Individual,Manual,Third Owner,2006 - 2010
Maruti Alto 800 LXI,2018,"?275,000","35,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Hyundai i20 Asta Option 1.4 CRDi,2016,"?580,000","57,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti Swift Dzire LXI,2015,"?375,000","70,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Wagon R VXI BS IV with ABS,2015,"?229,999","100,000",Petrol,Individual,Manual,Third Owner,2016 - 2020
Maruti Alto LX,2010,"?110,000","88,000",Petrol,Individual,Manual,Second Owner,2011 -2015
Maruti Swift Dzire VDI,2017,"?600,000","60,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti A-Star Vxi,2009,"?120,000","76,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Ford Figo Diesel Titanium,2010,"?200,000","100,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Hyundai Verna 1.6 SX CRDi (O),2012,"?450,000","110,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Hyundai Verna 1.6 SX CRDi (O),2012,"?550,000","80,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Maruti Alto LX,2012,"?220,000","80,000",Petrol,Individual,Manual,Second Owner,2011 -2015
Maruti 800 EX,2001,"?40,000","30,000",Petrol,Individual,Manual,First Owner,2001 - 2005
Renault KWID Climber 1.0 AMT,2017,"?300,000","20,000",Petrol,Individual,Automatic,First Owner,2016 - 2020
Mahindra Bolero Power Plus SLE,2018,"?630,000","40,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti Swift Dzire VDI,2017,"?610,000","40,000",Diesel,Individual,Manual,Second Owner,2016 - 2020
Hyundai Xcent 1.2 VTVT S,2019,"?660,000","7,000",Petrol,Individual,Manual,Second Owner,2016 - 2020
Maruti Wagon R LXI LPG BSIV,2012,"?220,000","80,000",LPG,Individual,Manual,Second Owner,2011 -2015
Nissan Micra Diesel XV Premium,2011,"?138,000","90,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Nissan Micra Diesel XV Premium,2013,"?210,000","13,770",Diesel,Individual,Manual,First Owner,2011 -2015
Maruti Zen LXi - BS III,2005,"?125,000","34,000",Petrol,Dealer,Manual,First Owner,2006 - 2010
Maruti Alto LXi BSIII,2008,"?125,000","102,000",Petrol,Dealer,Manual,First Owner,2006 - 2010
Honda City i DTEC SV,2014,"?725,000","110,000",Diesel,Individual,Manual,First Owner,2011 -2015
Maruti Alto K10 2010-2014 VXI,2011,"?170,000","90,000",Petrol,Individual,Manual,Second Owner,2011 -2015
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,"?1,200,000","70,000",Diesel,Individual,Manual,Third Owner,2016 - 2020
Maruti Wagon R VXI BSIII,2003,"?70,000","90,000",Petrol,Individual,Manual,Second Owner,2001 - 2005
Maruti Alto LXi,2007,"?100,000","70,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Honda Civic 1.8 (E) MT,2006,"?300,000","80,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Maruti Swift VDI,2013,"?450,000","100,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Maruti Swift Dzire VDI,2015,"?530,000","100,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti Zen Estilo 1.1 LXI BSIII,2007,"?100,000","143,000",Petrol,Individual,Manual,Third Owner,2006 - 2010
Honda City 1.5 V MT,2010,"?350,000","115,000",Petrol,Individual,Manual,Second Owner,2011 -2015
Tata Manza ELAN Quadrajet BS IV,2011,"?165,000","100,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Maruti Swift Dzire ZDI,2019,"?475,000","120,000",Diesel,Individual,Manual,Second Owner,2016 - 2020
Mahindra Xylo E4 ABS BS IV,2013,"?350,000","42,000",Diesel,Individual,Manual,First Owner,2011 -2015
Renault KWID RXL,2016,"?229,999","38,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Honda WR-V i-DTEC VX,2018,"?800,000","35,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti Swift Dzire ZDI,2014,"?475,000","120,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Nissan Terrano XL 110 PS,2014,"?425,000","136,906",Diesel,Individual,Manual,First Owner,2011 -2015
Maruti Ciaz VDi Plus,2015,"?660,000","97,000",Diesel,Individual,Manual,Second Owner,2016 - 2020
Honda Amaze S CVT Petrol,2019,"?610,000","10,000",Petrol,Individual,Automatic,First Owner,2016 - 2020
Honda Brio S MT,2013,"?240,000","50,000",Petrol,Individual,Manual,Third Owner,2011 -2015
Maruti Esteem Lxi,2005,"?70,000","60,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Toyota Corolla Altis Diesel D4DGL,2011,"?550,000","120,000",Diesel,Individual,Manual,First Owner,2011 -2015
Tata Indica Vista Aura 1.2 Safire,2010,"?100,000","120,000",Petrol,Individual,Manual,Second Owner,2011 -2015
Mahindra Bolero SLE,2010,"?350,000","90,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Hyundai EON Era Plus,2013,"?200,000","120,000",Petrol,Individual,Manual,First Owner,2011 -2015
Hyundai Elite i20 Asta Option CVT BSIV,2019,"?720,000","3,000",Petrol,Individual,Automatic,First Owner,2016 - 2020
Maruti Ritz VDi,2014,"?350,000","133,000",Diesel,Individual,Manual,First Owner,2011 -2015
Maruti Wagon R VXI BS IV,2016,"?400,000","25,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Hyundai i20 Active 1.2 S,2017,"?570,000","35,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Omni MPI STD BSIV,2015,"?130,000","70,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Alto 800 LXI,2016,"?210,000","52,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Hyundai Creta 1.4 E Plus,2018,"?800,000","52,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Honda Jazz 1.5 E i DTEC,2017,"?700,000","39,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Tata Indica Vista Quadrajet VX,2011,"?200,000","28,689",Diesel,Individual,Manual,First Owner,2011 -2015
Tata Aria Pure LX 4x2,2014,"?495,000","90,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Ford Fiesta Classic 1.4 Duratorq CLXI,2014,"?325,000","80,322",Diesel,Dealer,Manual,First Owner,2011 -2015
Ford Freestyle Trend Petrol BSIV,2019,"?650,000","8,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Mahindra Jeep MM 775 XDB,2000,"?155,000","50,000",Diesel,Individual,Manual,Second Owner,2001 - 2005
Maruti 800 AC BSIII,2007,"?75,000","90,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Hyundai Grand i10 1.2 CRDi Magna,2015,"?350,000","61,658",Diesel,Dealer,Manual,First Owner,2016 - 2020
Maruti Zen Estilo LX BSIV,2010,"?90,000","50,000",Petrol,Individual,Manual,Third Owner,2011 -2015
Maruti Ertiga SHVS VDI,2016,"?600,000","80,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Mahindra Scorpio SLE BSIII,2010,"?400,000","185,000",Diesel,Individual,Manual,First Owner,2011 -2015
Maruti Swift VDI BSIV,2014,"?370,000","57,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Maruti 800 DX,2000,"?50,000","60,000",Petrol,Individual,Manual,First Owner,2001 - 2005
Honda City 1.5 GXI,2004,"?125,000","120,000",Petrol,Individual,Manual,Second Owner,2001 - 2005
Honda CR-V Diesel 4WD,2018,"?1,800,000","26,000",Diesel,Individual,Automatic,First Owner,2016 - 2020
Hyundai Grand i10 1.2 Kappa Magna AT,2019,"?650,000","20,000",Petrol,Individual,Automatic,First Owner,2016 - 2020
Maruti Ertiga BSIV VXI AT,2017,"?800,000","30,600",Petrol,Individual,Automatic,First Owner,2016 - 2020
Volkswagen Polo 1.0 TSI Highline Plus,2020,"?802,000","5,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Audi A4 35 TDI Premium,2015,"?2,300,000","35,000",Diesel,Individual,Automatic,Third Owner,2016 - 2020
Hyundai Xcent 1.1 CRDi SX,2016,"?430,000","35,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Hyundai Verna 1.6 SX VTVT,2017,"?650,000","23,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2004,"?170,000","120,000",Diesel,Individual,Manual,First Owner,2001 - 2005
Skoda Superb Elegance 2.0 TDI CR AT,2011,"?450,000","235,000",Diesel,Individual,Automatic,First Owner,2011 -2015
Maruti Alto 800 LXI,2013,"?250,000","87,000",Petrol,Individual,Manual,First Owner,2011 -2015
Ford Ecosport 1.0 Ecoboost Titanium,2014,"?550,000","72,000",Petrol,Individual,Manual,Second Owner,2011 -2015
Jaguar XF 3.0 Litre S Premium Luxury,2013,"?2,000,000","64,000",Diesel,Individual,Automatic,Second Owner,2011 -2015
Maruti Zen Estilo VXI BSIII,2007,"?140,000","100,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Chevrolet Beat LT,2012,"?155,000","12,000",Petrol,Individual,Manual,First Owner,2011 -2015
Hyundai Accent Executive,2010,"?120,000","67,000",Petrol,Individual,Manual,Third Owner,2011 -2015
Toyota Innova 2.5 E 8 STR,2012,"?287,000","70,000",Diesel,Individual,Manual,First Owner,2011 -2015
Maruti Baleno Alpha 1.3,2016,"?675,000","60,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Hyundai i10 Magna 1.2 iTech SE,2011,"?235,000","74,500",Petrol,Individual,Manual,Second Owner,2011 -2015
Hyundai i20 1.4 CRDi Asta,2011,"?300,000","118,700",Diesel,Individual,Manual,Second Owner,2011 -2015
Nissan Micra XL CVT,2015,"?434,999","40,000",Petrol,Individual,Automatic,Second Owner,2016 - 2020
Mahindra Scorpio VLX AT 2WD BSIII,2004,"?225,000","223,660",Diesel,Individual,Automatic,Third Owner,2001 - 2005
Toyota Corolla AE,2006,"?160,000","140,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Hyundai Grand i10 Nios Sportz,2020,"?600,000","5,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2016,"?470,000","100,000",Diesel,Individual,Manual,Second Owner,2016 - 2020
Maruti Swift Dzire VXi,2011,"?300,000","100,000",Petrol,Individual,Manual,Second Owner,2011 -2015
Maruti Baleno Delta 1.2,2018,"?600,000","2,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Hyundai Grand i10 Nios AMT Magna,2020,"?640,000","4,000",Petrol,Individual,Automatic,First Owner,2016 - 2020
Tata Indica DLS,2006,"?50,000","120,000",Diesel,Individual,Manual,Fourth & Above Owner,2006 - 2010
Hyundai Verna 1.6 VTVT S,2015,"?600,000","35,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Hyundai i10 Magna LPG,2014,"?290,000","29,000",LPG,Individual,Manual,First Owner,2011 -2015
Hyundai Verna 1.6 VTVT S,2015,"?600,000","30,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Tata Manza Aqua Quadrajet BS IV,2012,"?190,000","120,000",Diesel,Individual,Manual,First Owner,2011 -2015
Hyundai i10 Era 1.1,2008,"?160,000","110,000",Petrol,Individual,Manual,Third Owner,2006 - 2010
Maruti Alto K10 VXI,2017,"?325,000","15,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Mahindra Bolero DI,2006,"?200,000","73,756",Diesel,Individual,Manual,First Owner,2006 - 2010
Toyota Fortuner 2.8 2WD AT BSIV,2018,"?2,800,000","40,000",Diesel,Individual,Automatic,First Owner,2016 - 2020
Chevrolet Spark 1.0 LS,2011,"?125,000","60,000",Petrol,Individual,Manual,Third Owner,2011 -2015
Hyundai i10 Magna 1.1,2008,"?155,000","60,000",Petrol,Individual,Manual,Fourth & Above Owner,2006 - 2010
Hyundai i20 Asta 1.4 CRDi,2015,"?550,000","90,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti Wagon R LX BSIII,2009,"?130,000","70,000",Petrol,Individual,Manual,Fourth & Above Owner,2006 - 2010
Maruti 800 AC,2002,"?80,000","70,000",Petrol,Individual,Manual,Second Owner,2001 - 2005
Toyota Etios Cross 1.4L GD,2015,"?500,000","80,000",Diesel,Individual,Manual,Second Owner,2016 - 2020
Renault KWID RXT BSIV,2019,"?250,000","27,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Mahindra XUV500 W8 2WD,2012,"?580,000","70,000",Diesel,Individual,Manual,First Owner,2011 -2015
Daewoo Matiz SD,2002,"?60,000","50,000",Petrol,Individual,Manual,First Owner,2001 - 2005
Toyota Etios GD,2012,"?300,000","185,000",Diesel,Individual,Manual,First Owner,2011 -2015
Ford Figo Diesel Titanium,2014,"?200,000","90,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Tata Hexa XT,2017,"?1,200,000","16,400",Diesel,Individual,Manual,First Owner,2016 - 2020
Toyota Etios Cross 1.4L GD,2015,"?350,000","80,000",Diesel,Individual,Manual,Second Owner,2016 - 2020
Mahindra XUV500 W8 4WD,2012,"?600,000","80,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Honda Jazz V,2019,"?650,000","4,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti A-Star Lxi,2008,"?120,000","40,000",Petrol,Individual,Manual,First Owner,2006 - 2010
Tata New Safari DICOR 2.2 EX 4x2,2010,"?180,000","120,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Hyundai Verna VTVT 1.6 AT SX Option,2018,"?950,000","41,395",Petrol,Individual,Automatic,First Owner,2016 - 2020
Tata Manza Aura Quadrajet BS IV,2012,"?250,999","35,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Audi A8 L 3.0 TDI quattro,2009,"?1,250,000","47,000",Diesel,Dealer,Automatic,Second Owner,2006 - 2010
Chevrolet Beat LT,2013,"?165,000","50,000",Petrol,Individual,Manual,First Owner,2011 -2015
Hyundai Elantra SX,2015,"?700,000","48,000",Petrol,Dealer,Manual,First Owner,2016 - 2020
Mahindra XUV500 W8 4WD,2015,"?750,000","53,000",Diesel,Dealer,Manual,First Owner,2016 - 2020
Datsun redi-GO AMT 1.0 T Option,2018,"?290,000","15,000",Petrol,Dealer,Automatic,First Owner,2016 - 2020
Tata Nano Cx BSIII,2014,"?45,000","7,000",Petrol,Individual,Manual,Second Owner,2011 -2015
Skoda Superb Ambition 2.0 TDI CR AT,2013,"?675,000","88,000",Diesel,Dealer,Automatic,First Owner,2011 -2015
Nissan Terrano XL Plus 85 PS,2015,"?530,000","55,000",Diesel,Dealer,Manual,First Owner,2016 - 2020
BMW X1 sDrive20d M Sport,2014,"?1,485,000","48,000",Diesel,Dealer,Automatic,First Owner,2011 -2015
Chevrolet Enjoy TCDi LT 7 Seater,2014,"?325,000","71,014",Diesel,Dealer,Manual,First Owner,2011 -2015
Honda Amaze S Diesel,2015,"?400,000","60,000",Diesel,Dealer,Manual,First Owner,2016 - 2020
Mahindra KUV 100 D75 K6 Plus,2017,"?380,000","71,000",Diesel,Dealer,Manual,First Owner,2016 - 2020
Honda City i-VTEC CVT VX,2016,"?750,000","45,000",Petrol,Dealer,Automatic,First Owner,2016 - 2020
Honda Brio VX,2017,"?390,000","45,000",Petrol,Dealer,Manual,First Owner,2016 - 2020
MG Hector Sharp Diesel MT BSIV,2019,"?1,825,000","14,000",Diesel,Dealer,Manual,First Owner,2016 - 2020
